Symbol,Name,Last,Industry,20D Avg Vol,Market Cap
WELL,Welltower Inc,73.39,REIT - Equity Trust Other,2286826,29709322000
WEN,Wendys Company,20.74,Retail - Restaurants,4448892,4611125000
WES,Western Midstream Partners LP,18.35,Oil Refining & Marketing MLP,2810409,7459845000
WEX,Wex Inc,219.69,Financial Transaction Services,408989,9270388000
WF,Woori Finance Holdings CO Ltd,26.72,Banks - Foreign,17228,6348736000
WFC,Wells Fargo & Company,39.76,Banks - Major Regional,34043035,1.58E+11
WH,Wyndham Hotels & Resorts Inc,70.41,Hotels & Motels,929263,6188351000
WHR,Whirlpool Corp,223.09,Appliances - Household,629380,13248656000
WILYY,Demant As,21.225,Medical Products,1248,10133091000
WISH,Contextlogic Inc Cl A,16.21,Internet Commerce,6251355,9567806000
WIT,Wipro Ltd,6.41,Business Software Services,1943400,36093916000
WIX,Wix.com Ltd,280.78,IT Services,633859,15454565000
WJRYY,West Japan Railway C,59.01,Transportation - Rail,5326,10915604000
WK,Workiva Llc,89.45,Internet - Software,431591,4456334000
WLK,Westlake Chemical Corp,89.02,Chemical - Plastics,963333,11035909000
WLMIY,Wilmar Intl Ltd ADR,40.09,Agriculture Products,2115,25299584000
WLTW,Willis Towers WT,229.36,Insurance - Brokers,956467,28855970000
WM,Waste Management,129.8,Waste Removal Svcs,2540672,52817960000
WMB,Williams Companies,24.56,Oil - Production & Pipeline,9777309,28511928000
WMG,Warner Music Group Corp Cl A,32.54,Movie & TV Production & Dist,1118530,16713716000
WMMVY,Wal-Mart DE Mex SP A,33.8,Retail - Supermarket,35564,53973192000
WMS,Advanced Drainage Systems Inc,98.55,Building & Construction - Misc,571980,6788598000
WMT,Wal-Mart Stores,135.13,Retail - Supermarket,10954916,3.75E+11
WNGRF,Weston George Ltd CD,86.59,Food - Misc & Diversified,958,13059975000
WOOF,Petco Health and Wellness Company Inc Cl A,20.99,Retail - Misc & Diversified,2479597,4759353000
WOPEY,Woodside Pete Ltd SP,18.855,Oil - International Integrated,30196,17887782000
WORK,Slack Technologies Inc,40.37,Technology Services,6522816,23307330000
WPC,W.P. Carey & CO Llc,71.36,REIT - Equity Trust Other,1241638,12122171000
WPM,Wheaton Precious Metals,38.08,Mining - Misc,2645740,17052740000
WPP,Wpp Plc ADR,64.37,Advertising Marketing Services,119326,15436708000
WRB,W.R. Berkley Corp,75.82,Insurance - Proprty & Casualty,882246,13220562000
WRK,Westrock Company,53.58,Paper & Related Products,3069227,13023010000
WRTBY,Wartsila Oyj ADR,2.2,Technology Services,1993,6390613000
WSC,Willscot Corp,27.38,Furniture,2400610,5726150000
WSM,Williams-Sonoma,178.78,Retail - Home Furniture,1978586,12702245000
WSO,Watsco Inc,259.91,Building Prdcts - Air Heating,220777,9832930000
WSO.B,Watsco Inc Cl B,255.5,N/L,125,9865364000
WST,West Pharmaceutical Services,280.31,Medical - Dental Suppliers,415376,20606558000
WTFC,Wintrust Finl Corp,78.98,Banks - Midwest,466975,4260566000
WTKWY,Wolters Kluwer N V S,85.775,Publishing - Books,25699,22704082000
WTRG,Essential Utilities Inc,44.2,Utility - Water Supply,1322973,10637830000
WU,Western Union Company,25.37,Financial Transaction Services,5492286,9960749000
WWD,Woodward Inc,123.34,Industrial Controls,304001,7543845000
WWE,World Wrestling Entertainment,55,Movie & TV Production & Dist,1207935,4402362000
WWNTY,Want China Holdings Ltd,37.52,Food - Misc & Diversified,268,9484246000
WY,Weyerhaeuser Company,35.44,Building Products - Wood,4537399,25282038000
WYGPY,Worley Parsons ADR,7.87,Business Services,6423,4128039000
WYNMF,Wynn Macau Ltd,1.929,Gaming,10965,9770285000
WYNN,Wynn Resorts Ltd,127.43,Gaming,2326261,14472685000
X,United States Steel Corp,22.75,Steel - Producers,21050691,5260064000
XEC,Cimarex Energy Company,60.83,Oil - US Exploration & Product,1316565,5955667000
XEL,XCEL Energy Inc,66.31,Utility - Electric Power,4069825,35259024000
XLNX,Xilinx Inc,123.14,Semi Pro Logic Devices,2666959,29482208000
XLRN,Acceleron Pharma,136.61,Medical - Biomedical,410176,7980490000
XM,Qualtrics International Inc Cl A,33,Internet - Software,1609429,16569191000
XNGSY,Enn Energy Hlds Ltd,64.77,Utility - Gas Distribution,15468,18084724000
XOG,Extraction Oil & Gas Inc,35.95,Oil - US Exploration & Product,75044,4729555000
XOM,Exxon Mobil Corp,57.71,Oil - International Integrated,36093523,2.39E+11
XP,XP Inc Cl A,37.62,Finance - Misc Services,1325771,20168254000
XPEV,Xpeng Inc ADR,32.14,Auto - Foreign,25528506,24146388000
XPO,Xpo Logistics Inc,123.21,Transportation - Services,1144470,11906766000
XRAY,Dentsply Sirona Inc,61.28,Medical - Dental Suppliers,1913463,13219546000
XRX,Xerox Corp,24.98,Office Supply & Forms,4078397,4664372000
XYIGF,Xinyi Glass Holdings Ltd,3.07,Glass Products,9940,13062396000
XYL,Xylem Inc,104.76,Machinery - General Industrial,969723,18235998000
Y,Alleghany Corp,640.31,Insurance - Proprty & Casualty,58471,8857689000
YAHOY,Yahoo Japan Corp,10.17,Internet Commerce,121717,24264128000
YAMHF,Yamaha Motor Ord,23.83,Auto - Foreign,3720,8323897000
YARIY,Yara Int ADR,26.09,Fertilizers,10617,13513852000
YASKY,Yaskawa,100.92,Electronics - Misc Components,11065,12874460000
YETI,Yeti Holdings Inc,72.44,Leisure & Recreational Prdcts,1248495,5805855000
YNDX,Yandex N.V.,63.01,Internet - Content,2222619,20477476000
YSG,Yatsen Holding Limited ADR,11.91,Consumer Prdts - Misc Staple,3951756,4992646000
YUM,Yum! Brands,108.06,Retail - Restaurants,1909828,32129890000
YUMC,Yum China Holdings Inc,59.42,Retail - Restaurants,2009542,25346340000
YY,YY Inc,96.13,Internet - Services,1352041,8777856000
YZCAY,Yanzhou Coal Mining Company,10.79,Coal,10654,4990592000
Z,Zillow Group Cl C,127.24,Real Estate Operations,4224337,30650458000
ZBH,Zimmer Biomet Holdings,161.32,Medical Products,1269859,32799510000
ZBRA,Zebra Technologies,476.96,Machinery - Thermal Processing,434104,24798524000
ZEN,Zendesk Inc,130.64,Internet - Software,1179836,15192089000
ZG,Zillow Grp Inc Cl A,132.08,Internet - Services,972556,32060724000
ZI,Zoominfo Technologies Inc Cl A,52.9,Computer - Integrated Systems,2258604,21251904000
ZION,Zions Bancorp,55.85,Banks - West,1610877,8674238000
ZLAB,Zai Lab Ltd,128.42,Medical - Biomedical,428768,11186512000
ZLNDY,Zalando Se,50.57,Internet Commerce,11229,26021408000
ZM,Zoom Video Communications Cl A,319.95,Internet - Software,6304108,90080760000
ZNGA,Zynga Inc Cl A,10.06,Gaming,17498621,10526731000
ZNH,China Southern Airlines Company,36.45,Transportation - Airline,35619,8653248000
ZS,Zscaler Inc,169.78,Internet - Services,2247174,23803096000
ZTCOY,Zte Corp,4.84,Wireless Equipment,5015,11533590000
ZTO,Zto Express Cayman Inc,28.68,Transportation - Services,3964855,17963392000
ZTS,Zoetis Inc Cl A,156.15,Medical - Drugs,2443862,73855048000
ZURVY,Zurich Insurance Group Ag Ads,43.1,Insurance - Multi Line,63710,64457152000
